,tags,words
219,-,-
220,-,-
221,-,-
222,-,-
223,como,como
224,*,es
225,*,tu
226,nomb,nombras
227,-,-
228,-,-
229,-,-
230,-,-
231,-,-
232,-,-
233,como,cual
234,*,es
235,*,tu
236,nomb,nombras
237,-,-
238,-,-
239,-,-
240,-,-
241,-,-
242,-,-
243,como,como
244,*,es
245,*,tu
246,nomb,identificas
247,-,-
248,-,-
249,-,-
250,-,-
251,-,-
252,-,-
253,como,cual
254,*,es
255,*,tu
256,nomb,identificas
257,-,-
258,-,-
259,-,-
260,-,-
261,-,-
262,-,-
263,como,como
264,*,es
265,*,tu
266,nomb,identidad
267,-,-
268,-,-
269,-,-
270,-,-
271,-,-
272,-,-
273,como,cual
274,*,es
275,*,tu
276,nomb,identidad
277,-,-
278,-,-
279,-,-
280,-,-
281,-,-
282,-,-
283,*,de
284,donde,donde
285,ser,eres
286,*,
287,-,-
288,-,-
289,-,-
290,-,-
291,-,-
292,-,-
293,*,de
294,donde,donde
295,prov,provienes
296,-,-
297,-,-
298,-,-
299,-,-
300,-,-
301,-,-
302,*,de
303,donde,donde
304,prov,vienes
305,-,-
306,-,-
307,-,-
308,-,-
309,-,-
310,-,-
311,*,es
312,*,tu
313,crea,creador
314,-,-
315,-,-
316,-,-
317,-,-
318,-,-
319,-,-
320,*,es
321,*,tu
322,crea,creado
323,-,-
324,-,-
325,-,-
326,-,-
327,-,-
328,-,-
329,*,es
330,*,tu
331,crea,papa
332,-,-
333,-,-
334,-,-
335,-,-
336,-,-
337,-,-
338,*,es
339,*,tu
340,crea,padre
341,-,-
342,-,-
343,-,-
344,-,-
345,-,-
346,-,-
347,*,es
348,*,tu
349,crea,creo
350,-,-
351,-,-
352,-,-
353,-,-
354,-,-
355,-,-
356,que,que
357,pode,poder
358,hace,dime
359,tu,tu
360,-,-
361,-,-
362,-,-
363,-,-
364,-,-
365,-,-
366,que,que
367,pode,poder
368,hace,dime
369,tu,ser
370,-,-
371,-,-
372,-,-
373,-,-
374,-,-
375,-,-
376,que,que
377,pode,puedes
378,hace,dime
379,tu,tu
380,-,-
381,-,-
382,-,-
383,-,-
384,-,-
385,-,-
386,que,que
387,pode,puedes
388,hace,dime
389,tu,ser
390,-,-
391,-,-
392,-,-
393,-,-
394,-,-
395,-,-
396,que,que
397,pode,podrias
398,hace,dime
399,tu,tu
400,-,-
401,-,-
402,-,-
403,-,-
404,-,-
405,-,-
406,que,que
407,pode,podrias
408,hace,dime
409,tu,ser
410,-,-
411,-,-
412,-,-
413,-,-
414,-,-
415,-,-
416,que,que
417,pode,poder
418,hace,di
419,tu,tu
420,-,-
421,-,-
422,-,-
423,-,-
424,-,-
425,-,-
426,que,que
427,pode,poder
428,hace,di
429,tu,ser
430,-,-
431,-,-
432,-,-
433,-,-
434,-,-
435,-,-
436,que,que
437,pode,puedes
438,hace,di
439,tu,tu
440,-,-
441,-,-
442,-,-
443,-,-
444,-,-
445,-,-
446,que,que
447,pode,puedes
448,hace,di
449,tu,ser
450,-,-
451,-,-
452,-,-
453,-,-
454,-,-
455,-,-
456,que,que
457,pode,podrias
458,hace,di
459,tu,tu
460,-,-
461,-,-
462,-,-
463,-,-
464,-,-
465,-,-
466,que,que
467,pode,podrias
468,hace,di
469,tu,ser
470,-,-
471,-,-
472,-,-
473,-,-
474,-,-
475,-,-
476,que,que
477,pode,poder
478,hace,haz
479,tu,tu
480,-,-
481,-,-
482,-,-
483,-,-
484,-,-
485,-,-
486,que,que
487,pode,poder
488,hace,haz
489,tu,ser
490,-,-
491,-,-
492,-,-
493,-,-
494,-,-
495,-,-
496,que,que
497,pode,puedes
498,hace,haz
499,tu,tu
500,-,-
501,-,-
502,-,-
503,-,-
504,-,-
505,-,-
506,que,que
507,pode,puedes
508,hace,haz
509,tu,ser
510,-,-
511,-,-
512,-,-
513,-,-
514,-,-
515,-,-
516,que,que
517,pode,podrias
518,hace,haz
519,tu,tu
520,-,-
521,-,-
522,-,-
523,-,-
524,-,-
525,-,-
526,que,que
527,pode,podrias
528,hace,haz
529,tu,ser
530,-,-
531,-,-
532,-,-
533,-,-
534,-,-
535,-,-
536,que,que
537,pode,poder
538,hace,cuentame
539,tu,tu
540,-,-
541,-,-
542,-,-
543,-,-
544,-,-
545,-,-
546,que,que
547,pode,poder
548,hace,cuentame
549,tu,ser
550,-,-
551,-,-
552,-,-
553,-,-
554,-,-
555,-,-
556,que,que
557,pode,puedes
558,hace,cuentame
559,tu,tu
560,-,-
561,-,-
562,-,-
563,-,-
564,-,-
565,-,-
566,que,que
567,pode,puedes
568,hace,cuentame
569,tu,ser
570,-,-
571,-,-
572,-,-
573,-,-
574,-,-
575,-,-
576,que,que
577,pode,podrias
578,hace,cuentame
579,tu,tu
580,-,-
581,-,-
582,-,-
583,-,-
584,-,-
585,-,-
586,que,que
587,pode,podrias
588,hace,cuentame
589,tu,ser
590,-,-
591,-,-
592,-,-
593,-,-
594,-,-
595,-,-
596,que,que
597,pode,poder
598,hace,inventa
599,tu,tu
600,-,-
601,-,-
602,-,-
603,-,-
604,-,-
605,-,-
606,que,que
607,pode,poder
608,hace,inventa
609,tu,ser
610,-,-
611,-,-
612,-,-
613,-,-
614,-,-
615,-,-
616,que,que
617,pode,puedes
618,hace,inventa
619,tu,tu
620,-,-
621,-,-
622,-,-
623,-,-
624,-,-
625,-,-
626,que,que
627,pode,puedes
628,hace,inventa
629,tu,ser
630,-,-
631,-,-
632,-,-
633,-,-
634,-,-
635,-,-
636,que,que
637,pode,podrias
638,hace,inventa
639,tu,tu
640,-,-
641,-,-
642,-,-
643,-,-
644,-,-
645,-,-
646,que,que
647,pode,podrias
648,hace,inventa
649,tu,ser
650,-,-
651,-,-
652,-,-
653,-,-
654,-,-
655,-,-
656,que,que
657,pode,poder
658,hace,muere
659,tu,tu
660,-,-
661,-,-
662,-,-
663,-,-
664,-,-
665,-,-
666,que,que
667,pode,poder
668,hace,muere
669,tu,ser
670,-,-
671,-,-
672,-,-
673,-,-
674,-,-
675,-,-
676,que,que
677,pode,puedes
678,hace,muere
679,tu,tu
680,-,-
681,-,-
682,-,-
683,-,-
684,-,-
685,-,-
686,que,que
687,pode,puedes
688,hace,muere
689,tu,ser
690,-,-
691,-,-
692,-,-
693,-,-
694,-,-
695,-,-
696,que,que
697,pode,podrias
698,hace,muere
699,tu,tu
700,-,-
701,-,-
702,-,-
703,-,-
704,-,-
705,-,-
706,que,que
707,pode,podrias
708,hace,muere
709,tu,ser
710,-,-
711,-,-
712,-,-
713,-,-
714,-,-
715,-,-
716,que,que
717,pode,poder
718,hace,canta
719,tu,tu
720,-,-
721,-,-
722,-,-
723,-,-
724,-,-
725,-,-
726,que,que
727,pode,poder
728,hace,canta
729,tu,ser
730,-,-
731,-,-
732,-,-
733,-,-
734,-,-
735,-,-
736,que,que
737,pode,puedes
738,hace,canta
739,tu,tu
740,-,-
741,-,-
742,-,-
743,-,-
744,-,-
745,-,-
746,que,que
747,pode,puedes
748,hace,canta
749,tu,ser
750,-,-
751,-,-
752,-,-
753,-,-
754,-,-
755,-,-
756,que,que
757,pode,podrias
758,hace,canta
759,tu,tu
760,-,-
761,-,-
762,-,-
763,-,-
764,-,-
765,-,-
766,que,que
767,pode,podrias
768,hace,canta
769,tu,ser
770,-,-
771,-,-
772,-,-
773,-,-
774,-,-
775,-,-
776,que,que
777,pode,poder
778,hace,habla
779,tu,tu
780,-,-
781,-,-
782,-,-
783,-,-
784,-,-
785,-,-
786,que,que
787,pode,poder
788,hace,habla
789,tu,ser
790,-,-
791,-,-
792,-,-
793,-,-
794,-,-
795,-,-
796,que,que
797,pode,puedes
798,hace,habla
799,tu,tu
800,-,-
801,-,-
802,-,-
803,-,-
804,-,-
805,-,-
806,que,que
807,pode,puedes
808,hace,habla
809,tu,ser
810,-,-
811,-,-
812,-,-
813,-,-
814,-,-
815,-,-
816,que,que
817,pode,podrias
818,hace,habla
819,tu,tu
820,-,-
821,-,-
822,-,-
823,-,-
824,-,-
825,-,-
826,que,que
827,pode,podrias
828,hace,habla
829,tu,ser
830,-,-
831,-,-
832,-,-
833,-,-
834,-,-
835,-,-
836,que,que
837,pode,poder
838,hace,piensa
839,tu,tu
840,-,-
841,-,-
842,-,-
843,-,-
844,-,-
845,-,-
846,que,que
847,pode,poder
848,hace,piensa
849,tu,ser
850,-,-
851,-,-
852,-,-
853,-,-
854,-,-
855,-,-
856,que,que
857,pode,puedes
858,hace,piensa
859,tu,tu
860,-,-
861,-,-
862,-,-
863,-,-
864,-,-
865,-,-
866,que,que
867,pode,puedes
868,hace,piensa
869,tu,ser
870,-,-
871,-,-
872,-,-
873,-,-
874,-,-
875,-,-
876,que,que
877,pode,podrias
878,hace,piensa
879,tu,tu
880,-,-
881,-,-
882,-,-
883,-,-
884,-,-
885,-,-
886,que,que
887,pode,podrias
888,hace,piensa
889,tu,ser
890,-,-
891,-,-
892,-,-
893,-,-
894,-,-
895,-,-
896,que,que
897,pode,poder
898,hace,inventa
899,tu,tu
900,-,-
901,-,-
902,-,-
903,-,-
904,-,-
905,-,-
906,que,que
907,pode,poder
908,hace,inventa
909,tu,ser
910,-,-
911,-,-
912,-,-
913,-,-
914,-,-
915,-,-
916,que,que
917,pode,puedes
918,hace,inventa
919,tu,tu
920,-,-
921,-,-
922,-,-
923,-,-
924,-,-
925,-,-
926,que,que
927,pode,puedes
928,hace,inventa
929,tu,ser
930,-,-
931,-,-
932,-,-
933,-,-
934,-,-
935,-,-
936,que,que
937,pode,podrias
938,hace,inventa
939,tu,tu
940,-,-
941,-,-
942,-,-
943,-,-
944,-,-
945,-,-
946,que,que
947,pode,podrias
948,hace,inventa
949,tu,ser
950,-,-
951,-,-
952,-,-
953,-,-
954,-,-
955,-,-
956,que,cual
957,pode,poder
958,hace,dime
959,tu,tu
960,-,-
961,-,-
962,-,-
963,-,-
964,-,-
965,-,-
966,que,cual
967,pode,poder
968,hace,dime
969,tu,ser
970,-,-
971,-,-
972,-,-
973,-,-
974,-,-
975,-,-
976,que,cual
977,pode,puedes
978,hace,dime
979,tu,tu
980,-,-
981,-,-
982,-,-
983,-,-
984,-,-
985,-,-
986,que,cual
987,pode,puedes
988,hace,dime
989,tu,ser
990,-,-
991,-,-
992,-,-
993,-,-
994,-,-
995,-,-
996,que,cual
997,pode,podrias
998,hace,dime
999,tu,tu
1000,-,-
1001,-,-
1002,-,-
1003,-,-
1004,-,-
1005,-,-
1006,que,cual
1007,pode,podrias
1008,hace,dime
1009,tu,ser
1010,-,-
1011,-,-
1012,-,-
1013,-,-
1014,-,-
1015,-,-
1016,que,cual
1017,pode,poder
1018,hace,di
1019,tu,tu
1020,-,-
1021,-,-
1022,-,-
1023,-,-
1024,-,-
1025,-,-
1026,que,cual
1027,pode,poder
1028,hace,di
1029,tu,ser
1030,-,-
1031,-,-
1032,-,-
1033,-,-
1034,-,-
1035,-,-
1036,que,cual
1037,pode,puedes
1038,hace,di
1039,tu,tu
1040,-,-
1041,-,-
1042,-,-
1043,-,-
1044,-,-
1045,-,-
1046,que,cual
1047,pode,puedes
1048,hace,di
1049,tu,ser
1050,-,-
1051,-,-
1052,-,-
1053,-,-
1054,-,-
1055,-,-
1056,que,cual
1057,pode,podrias
1058,hace,di
1059,tu,tu
1060,-,-
1061,-,-
1062,-,-
1063,-,-
1064,-,-
1065,-,-
1066,que,cual
1067,pode,podrias
1068,hace,di
1069,tu,ser
1070,-,-
1071,-,-
1072,-,-
1073,-,-
1074,-,-
1075,-,-
1076,que,cual
1077,pode,poder
1078,hace,haz
1079,tu,tu
1080,-,-
1081,-,-
1082,-,-
1083,-,-
1084,-,-
1085,-,-
1086,que,cual
1087,pode,poder
1088,hace,haz
1089,tu,ser
1090,-,-
1091,-,-
1092,-,-
1093,-,-
1094,-,-
1095,-,-
1096,que,cual
1097,pode,puedes
1098,hace,haz
1099,tu,tu
1100,-,-
1101,-,-
1102,-,-
1103,-,-
1104,-,-
1105,-,-
1106,que,cual
1107,pode,puedes
1108,hace,haz
1109,tu,ser
1110,-,-
1111,-,-
1112,-,-
1113,-,-
1114,-,-
1115,-,-
1116,que,cual
1117,pode,podrias
1118,hace,haz
1119,tu,tu
1120,-,-
1121,-,-
1122,-,-
1123,-,-
1124,-,-
1125,-,-
1126,que,cual
1127,pode,podrias
1128,hace,haz
1129,tu,ser
1130,-,-
1131,-,-
1132,-,-
1133,-,-
1134,-,-
1135,-,-
1136,que,cual
1137,pode,poder
1138,hace,cuentame
1139,tu,tu
1140,-,-
1141,-,-
1142,-,-
1143,-,-
1144,-,-
1145,-,-
1146,que,cual
1147,pode,poder
1148,hace,cuentame
1149,tu,ser
1150,-,-
1151,-,-
1152,-,-
1153,-,-
1154,-,-
1155,-,-
1156,que,cual
1157,pode,puedes
1158,hace,cuentame
1159,tu,tu
1160,-,-
1161,-,-
1162,-,-
1163,-,-
1164,-,-
1165,-,-
1166,que,cual
1167,pode,puedes
1168,hace,cuentame
1169,tu,ser
1170,-,-
1171,-,-
1172,-,-
1173,-,-
1174,-,-
1175,-,-
1176,que,cual
1177,pode,podrias
1178,hace,cuentame
1179,tu,tu
1180,-,-
1181,-,-
1182,-,-
1183,-,-
1184,-,-
1185,-,-
1186,que,cual
1187,pode,podrias
1188,hace,cuentame
1189,tu,ser
1190,-,-
1191,-,-
1192,-,-
1193,-,-
1194,-,-
1195,-,-
1196,que,cual
1197,pode,poder
1198,hace,inventa
1199,tu,tu
1200,-,-
1201,-,-
1202,-,-
1203,-,-
1204,-,-
1205,-,-
1206,que,cual
1207,pode,poder
1208,hace,inventa
1209,tu,ser
1210,-,-
1211,-,-
1212,-,-
1213,-,-
1214,-,-
1215,-,-
1216,que,cual
1217,pode,puedes
1218,hace,inventa
1219,tu,tu
1220,-,-
1221,-,-
1222,-,-
1223,-,-
1224,-,-
1225,-,-
1226,que,cual
1227,pode,puedes
1228,hace,inventa
1229,tu,ser
1230,-,-
1231,-,-
1232,-,-
1233,-,-
1234,-,-
1235,-,-
1236,que,cual
1237,pode,podrias
1238,hace,inventa
1239,tu,tu
1240,-,-
1241,-,-
1242,-,-
1243,-,-
1244,-,-
1245,-,-
1246,que,cual
1247,pode,podrias
1248,hace,inventa
1249,tu,ser
1250,-,-
1251,-,-
1252,-,-
1253,-,-
1254,-,-
1255,-,-
1256,que,cual
1257,pode,poder
1258,hace,muere
1259,tu,tu
1260,-,-
1261,-,-
1262,-,-
1263,-,-
1264,-,-
1265,-,-
1266,que,cual
1267,pode,poder
1268,hace,muere
1269,tu,ser
1270,-,-
1271,-,-
1272,-,-
1273,-,-
1274,-,-
1275,-,-
1276,que,cual
1277,pode,puedes
1278,hace,muere
1279,tu,tu
1280,-,-
1281,-,-
1282,-,-
1283,-,-
1284,-,-
1285,-,-
1286,que,cual
1287,pode,puedes
1288,hace,muere
1289,tu,ser
1290,-,-
1291,-,-
1292,-,-
1293,-,-
1294,-,-
1295,-,-
1296,que,cual
1297,pode,podrias
1298,hace,muere
1299,tu,tu
1300,-,-
1301,-,-
1302,-,-
1303,-,-
1304,-,-
1305,-,-
1306,que,cual
1307,pode,podrias
1308,hace,muere
1309,tu,ser
1310,-,-
1311,-,-
1312,-,-
1313,-,-
1314,-,-
1315,-,-
1316,que,cual
1317,pode,poder
1318,hace,canta
1319,tu,tu
1320,-,-
1321,-,-
1322,-,-
1323,-,-
1324,-,-
1325,-,-
1326,que,cual
1327,pode,poder
1328,hace,canta
1329,tu,ser
1330,-,-
1331,-,-
1332,-,-
1333,-,-
1334,-,-
1335,-,-
1336,que,cual
1337,pode,puedes
1338,hace,canta
1339,tu,tu
1340,-,-
1341,-,-
1342,-,-
1343,-,-
1344,-,-
1345,-,-
1346,que,cual
1347,pode,puedes
1348,hace,canta
1349,tu,ser
1350,-,-
1351,-,-
1352,-,-
1353,-,-
1354,-,-
1355,-,-
1356,que,cual
1357,pode,podrias
1358,hace,canta
1359,tu,tu
1360,-,-
1361,-,-
1362,-,-
1363,-,-
1364,-,-
1365,-,-
1366,que,cual
1367,pode,podrias
1368,hace,canta
1369,tu,ser
1370,-,-
1371,-,-
1372,-,-
1373,-,-
1374,-,-
1375,-,-
1376,que,cual
1377,pode,poder
1378,hace,habla
1379,tu,tu
1380,-,-
1381,-,-
1382,-,-
1383,-,-
1384,-,-
1385,-,-
1386,que,cual
1387,pode,poder
1388,hace,habla
1389,tu,ser
1390,-,-
1391,-,-
1392,-,-
1393,-,-
1394,-,-
1395,-,-
1396,que,cual
1397,pode,puedes
1398,hace,habla
1399,tu,tu
1400,-,-
1401,-,-
1402,-,-
1403,-,-
1404,-,-
1405,-,-
1406,que,cual
1407,pode,puedes
1408,hace,habla
1409,tu,ser
1410,-,-
1411,-,-
1412,-,-
1413,-,-
1414,-,-
1415,-,-
1416,que,cual
1417,pode,podrias
1418,hace,habla
1419,tu,tu
1420,-,-
1421,-,-
1422,-,-
1423,-,-
1424,-,-
1425,-,-
1426,que,cual
1427,pode,podrias
1428,hace,habla
1429,tu,ser
1430,-,-
1431,-,-
1432,-,-
1433,-,-
1434,-,-
1435,-,-
1436,que,cual
1437,pode,poder
1438,hace,piensa
1439,tu,tu
1440,-,-
1441,-,-
1442,-,-
1443,-,-
1444,-,-
1445,-,-
1446,que,cual
1447,pode,poder
1448,hace,piensa
1449,tu,ser
1450,-,-
1451,-,-
1452,-,-
1453,-,-
1454,-,-
1455,-,-
1456,que,cual
1457,pode,puedes
1458,hace,piensa
1459,tu,tu
1460,-,-
1461,-,-
1462,-,-
1463,-,-
1464,-,-
1465,-,-
1466,que,cual
1467,pode,puedes
1468,hace,piensa
1469,tu,ser
1470,-,-
1471,-,-
1472,-,-
1473,-,-
1474,-,-
1475,-,-
1476,que,cual
1477,pode,podrias
1478,hace,piensa
1479,tu,tu
1480,-,-
1481,-,-
1482,-,-
1483,-,-
1484,-,-
1485,-,-
1486,que,cual
1487,pode,podrias
1488,hace,piensa
1489,tu,ser
1490,-,-
1491,-,-
1492,-,-
1493,-,-
1494,-,-
1495,-,-
1496,que,cual
1497,pode,poder
1498,hace,inventa
1499,tu,tu
1500,-,-
1501,-,-
1502,-,-
1503,-,-
1504,-,-
1505,-,-
1506,que,cual
1507,pode,poder
1508,hace,inventa
1509,tu,ser
1510,-,-
1511,-,-
1512,-,-
1513,-,-
1514,-,-
1515,-,-
1516,que,cual
1517,pode,puedes
1518,hace,inventa
1519,tu,tu
1520,-,-
1521,-,-
1522,-,-
1523,-,-
1524,-,-
1525,-,-
1526,que,cual
1527,pode,puedes
1528,hace,inventa
1529,tu,ser
1530,-,-
1531,-,-
1532,-,-
1533,-,-
1534,-,-
1535,-,-
1536,que,cual
1537,pode,podrias
1538,hace,inventa
1539,tu,tu
1540,-,-
1541,-,-
1542,-,-
1543,-,-
1544,-,-
1545,-,-
1546,que,cual
1547,pode,podrias
1548,hace,inventa
1549,tu,ser
1550,-,-
1551,-,-
1552,-,-
1553,-,-
1554,-,-
1555,-,-
1556,que,cuales
1557,pode,poder
1558,hace,dime
1559,tu,tu
1560,-,-
1561,-,-
1562,-,-
1563,-,-
1564,-,-
1565,-,-
1566,que,cuales
1567,pode,poder
1568,hace,dime
1569,tu,ser
1570,-,-
1571,-,-
1572,-,-
1573,-,-
1574,-,-
1575,-,-
1576,que,cuales
1577,pode,puedes
1578,hace,dime
1579,tu,tu
1580,-,-
1581,-,-
1582,-,-
1583,-,-
1584,-,-
1585,-,-
1586,que,cuales
1587,pode,puedes
1588,hace,dime
1589,tu,ser
1590,-,-
1591,-,-
1592,-,-
1593,-,-
1594,-,-
1595,-,-
1596,que,cuales
1597,pode,podrias
1598,hace,dime
1599,tu,tu
1600,-,-
1601,-,-
1602,-,-
1603,-,-
1604,-,-
1605,-,-
1606,que,cuales
1607,pode,podrias
1608,hace,dime
1609,tu,ser
1610,-,-
1611,-,-
1612,-,-
1613,-,-
1614,-,-
1615,-,-
1616,que,cuales
1617,pode,poder
1618,hace,di
1619,tu,tu
1620,-,-
1621,-,-
1622,-,-
1623,-,-
1624,-,-
1625,-,-
1626,que,cuales
1627,pode,poder
1628,hace,di
1629,tu,ser
1630,-,-
1631,-,-
1632,-,-
1633,-,-
1634,-,-
1635,-,-
1636,que,cuales
1637,pode,puedes
1638,hace,di
1639,tu,tu
1640,-,-
1641,-,-
1642,-,-
1643,-,-
1644,-,-
1645,-,-
1646,que,cuales
1647,pode,puedes
1648,hace,di
1649,tu,ser
1650,-,-
1651,-,-
1652,-,-
1653,-,-
1654,-,-
1655,-,-
1656,que,cuales
1657,pode,podrias
1658,hace,di
1659,tu,tu
1660,-,-
1661,-,-
1662,-,-
1663,-,-
1664,-,-
1665,-,-
1666,que,cuales
1667,pode,podrias
1668,hace,di
1669,tu,ser
1670,-,-
1671,-,-
1672,-,-
1673,-,-
1674,-,-
1675,-,-
1676,que,cuales
1677,pode,poder
1678,hace,haz
1679,tu,tu
1680,-,-
1681,-,-
1682,-,-
1683,-,-
1684,-,-
1685,-,-
1686,que,cuales
1687,pode,poder
1688,hace,haz
1689,tu,ser
1690,-,-
1691,-,-
1692,-,-
1693,-,-
1694,-,-
1695,-,-
1696,que,cuales
1697,pode,puedes
1698,hace,haz
1699,tu,tu
1700,-,-
1701,-,-
1702,-,-
1703,-,-
1704,-,-
1705,-,-
1706,que,cuales
1707,pode,puedes
1708,hace,haz
1709,tu,ser
1710,-,-
1711,-,-
1712,-,-
1713,-,-
1714,-,-
1715,-,-
1716,que,cuales
1717,pode,podrias
1718,hace,haz
1719,tu,tu
1720,-,-
1721,-,-
1722,-,-
1723,-,-
1724,-,-
1725,-,-
1726,que,cuales
1727,pode,podrias
1728,hace,haz
1729,tu,ser
1730,-,-
1731,-,-
1732,-,-
1733,-,-
1734,-,-
1735,-,-
1736,que,cuales
1737,pode,poder
1738,hace,cuentame
1739,tu,tu
1740,-,-
1741,-,-
1742,-,-
1743,-,-
1744,-,-
1745,-,-
1746,que,cuales
1747,pode,poder
1748,hace,cuentame
1749,tu,ser
1750,-,-
1751,-,-
1752,-,-
1753,-,-
1754,-,-
1755,-,-
1756,que,cuales
1757,pode,puedes
1758,hace,cuentame
1759,tu,tu
1760,-,-
1761,-,-
1762,-,-
1763,-,-
1764,-,-
1765,-,-
1766,que,cuales
1767,pode,puedes
1768,hace,cuentame
1769,tu,ser
1770,-,-
1771,-,-
1772,-,-
1773,-,-
1774,-,-
1775,-,-
1776,que,cuales
1777,pode,podrias
1778,hace,cuentame
1779,tu,tu
1780,-,-
1781,-,-
1782,-,-
1783,-,-
1784,-,-
1785,-,-
1786,que,cuales
1787,pode,podrias
1788,hace,cuentame
1789,tu,ser
1790,-,-
1791,-,-
1792,-,-
1793,-,-
1794,-,-
1795,-,-
1796,que,cuales
1797,pode,poder
1798,hace,inventa
1799,tu,tu
1800,-,-
1801,-,-
1802,-,-
1803,-,-
1804,-,-
1805,-,-
1806,que,cuales
1807,pode,poder
1808,hace,inventa
1809,tu,ser
1810,-,-
1811,-,-
1812,-,-
1813,-,-
1814,-,-
1815,-,-
1816,que,cuales
1817,pode,puedes
1818,hace,inventa
1819,tu,tu
1820,-,-
1821,-,-
1822,-,-
1823,-,-
1824,-,-
1825,-,-
1826,que,cuales
1827,pode,puedes
1828,hace,inventa
1829,tu,ser
1830,-,-
1831,-,-
1832,-,-
1833,-,-
1834,-,-
1835,-,-
1836,que,cuales
1837,pode,podrias
1838,hace,inventa
1839,tu,tu
1840,-,-
1841,-,-
1842,-,-
1843,-,-
1844,-,-
1845,-,-
1846,que,cuales
1847,pode,podrias
1848,hace,inventa
1849,tu,ser
1850,-,-
1851,-,-
1852,-,-
1853,-,-
1854,-,-
1855,-,-
1856,que,cuales
1857,pode,poder
1858,hace,muere
1859,tu,tu
1860,-,-
1861,-,-
1862,-,-
1863,-,-
1864,-,-
1865,-,-
1866,que,cuales
1867,pode,poder
1868,hace,muere
1869,tu,ser
1870,-,-
1871,-,-
1872,-,-
1873,-,-
1874,-,-
1875,-,-
1876,que,cuales
1877,pode,puedes
1878,hace,muere
1879,tu,tu
1880,-,-
1881,-,-
1882,-,-
1883,-,-
1884,-,-
1885,-,-
1886,que,cuales
1887,pode,puedes
1888,hace,muere
1889,tu,ser
1890,-,-
1891,-,-
1892,-,-
1893,-,-
1894,-,-
1895,-,-
1896,que,cuales
1897,pode,podrias
1898,hace,muere
1899,tu,tu
1900,-,-
1901,-,-
1902,-,-
1903,-,-
1904,-,-
1905,-,-
1906,que,cuales
1907,pode,podrias
1908,hace,muere
1909,tu,ser
1910,-,-
1911,-,-
1912,-,-
1913,-,-
1914,-,-
1915,-,-
1916,que,cuales
1917,pode,poder
1918,hace,canta
1919,tu,tu
1920,-,-
1921,-,-
1922,-,-
1923,-,-
1924,-,-
1925,-,-
1926,que,cuales
1927,pode,poder
1928,hace,canta
1929,tu,ser
1930,-,-
1931,-,-
1932,-,-
1933,-,-
1934,-,-
1935,-,-
